44715,44713
44701,44703
42353,42361
43803,43808
43703,43701
43775,43774
42101,42102
42502,42503
42307,42306
43605,43700
42507,42508
43355,43356
43703,43704
43102,43101
43401,43420
43202,43203
42706,42705
42703,42702
42315,42400
43205,43202
42003,42002
43359,43356
42859,42851
42222,42210
43903,43904
43353,43352
43451,43400
43701,43703
43851,43800
44901,44100
43404,43405
43453,43452
44718,44719
44001,44012
44500,44251
42603,42600
43400,43304
44703,44701
43355,43354
44300,44202
44716,44715
43304,43400
44708,44709
42853,42860
43777,43776
43808,43804
42305,42306
43200,43251
43002,43100
42711,42800
42502,42501
43604,43605
42508,42509
43412,43417
42510,42509
43653,43600
43414,43402
44602,44601
42357,42365
43403,43402
44705,44704
42512,42600
42904,42905
42306,42307
43505,43506
42354,42363
43251,43200
42600,42512
43603,43604
42312,42311
42357,42300
43358,43600
43704,43703
42859,42857
42700,42602
44710,44709
43420,43414
43452,43453
43501,43506
44356,44300
44505,44506
44012,44001
42204,42203
44600,44601
43804,43809
43415,43403
43601,43600
42200,42201
42602,42601
43807,43802
42909,42700
43203,43202
42313,42312
43506,43505
42710,42711
43809,43805
42203,42204
42710,42709
42703,42704
42704,42705
42506,42507
43505,43500
42200,42103
43100,43002
42701,42700
42800,42857
44719,44718
43452,43451
42804,42805
42309,42310
42854,42860
43852,43855
42300,42212
42906,42907
43600,43653
43204,43300
43806,43805
42600,42603
43416,43412
43800,43252
42006,42100
44102,44200
42851,42852
42302,42317
43651,43652
42102,42103
44101,44102
43901,43902
43776,43777
42509,42510
44715,44716
43801,43802
43411,43416
42359,42352
42310,42309
42203,42201
42310,42311
44711,44710
44352,44357
44357,44352
42908,42909
42222,42212
42355,42354
43804,43808
44903,44902
42316,42317
43774,43775
43405,43404
43303,43302
42805,42804
42702,42701
44100,44010
44902,44901
43775,43776
42100,42006
42366,42351
42309,42307
42212,42300
43855,43852
44706,44705
43805,43809
44201,44200
42860,42853
44713,44712
43904,43903
43856,43855
43414,43420
43408,43409
44505,44504
43704,43771
43360,43301
42503,42504
42506,42505
3466,3317
42204,42206
43800,43801
44704,44705
43907,43909
42200,43001
44202,44201
43903,43902
42208,42207
42511,42512
42902,42901
44501,44500
42363,42354
42365,42357
42361,42362
42805,42300
43604,43603
44001,44002
42209,42210
43205,43201
44011,44012
42902,42903
44200,44102
3466,44500
44707,44706
42505,42504
43403,43415
43603,43602
43353,43354
42314,42315
42317,42316
42708,42709
44010,44009
43502,43503
43774,43771
44800,44502
43001,43002
44710,44711
43360,43300
42201,42203
43301,43360
44300,44356
43700,43702
44200,44251
42303,42302
43905,43906
44711,44712
42504,42505
42361,42353
42852,42851
43905,43904
42101,42100
43100,43911
42907,42906
44003,44002
43360,43351
43853,43854
43911,43100
42312,42313
42103,42200
44009,44008
43906,43905
42304,42303
44100,44901
44201,44202
43252,43800
42001,42002
42313,42314
43410,43418
44902,44903
42358,42359
43808,43803
44719,42400
43357,43359
43354,43355
43803,43807
43001,42200
43912,43906
42201,42200
42905,42904
42103,42102
44503,44504
44006,44004
43402,43403
42803,42802
44717,44718
44506,44600
44700,44701
43301,43302
43300,43301
43418,43410
42803,42804
44601,44602
42003,42004
44500,44501
43400,43451
42210,42209
42005,42006
43303,43304
43809,43804
44010,44100
42206,42204
42510,42514
44602,44603
